#fields	indicator	indicator_type	meta.source	meta.do_notice
# The following line is for testing only.  Please keep it commented out when running in production.
#time.windows.com	Intel::DOMAIN	Test FQDN	T
compute.satellitebbs.com	Intel::DOMAIN	Mandiant APT1 Report	T
conn.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
contact.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
contact.bigish.net	Intel::DOMAIN	Mandiant APT1 Report	T
contact.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
contact.jobsadvanced.com	Intel::DOMAIN	Mandiant APT1 Report	T
contact.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
contact.yahoodaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
content.cnnnewsdaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
control.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
control.blackberrycluter.com	Intel::DOMAIN	Mandiant APT1 Report	T
cook.globalowa.com	Intel::DOMAIN	Mandiant APT1 Report	T
cool.infobusinessus.org	Intel::DOMAIN	Mandiant APT1 Report	T
cool.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
corn.busketball.com	Intel::DOMAIN	Mandiant APT1 Report	T
corp.booksonlineclub.com	Intel::DOMAIN	Mandiant APT1 Report	T
corp.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
cost.cnnnewsdaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
count.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
country.canadatvsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
cow.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
cowboy.bigish.net	Intel::DOMAIN	Mandiant APT1 Report	T
cowboy.hugesoft.org	Intel::DOMAIN	Mandiant APT1 Report	T
crab.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
crab.infobusinessus.org	Intel::DOMAIN	Mandiant APT1 Report	T
crab.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
crackling123.appspot.com	Intel::DOMAIN	Mandiant APT1 Report	T
cross.busketball.com	Intel::DOMAIN	Mandiant APT1 Report	T
crz.dnsweb.org	Intel::DOMAIN	Mandiant APT1 Report	T
cs.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
csch.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
csupp.bigish.net	Intel::DOMAIN	Mandiant APT1 Report	T
ctcn.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
ctcs.bigdepression.net	Intel::DOMAIN	Mandiant APT1 Report	T
ctcs.earthsolution.org	Intel::DOMAIN	Mandiant APT1 Report	T
ctimoon.marsbrother.com	Intel::DOMAIN	Mandiant APT1 Report	T
ctisk.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
cubbh.newspappers.org	Intel::DOMAIN	Mandiant APT1 Report	T
cubh.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
culture.chileexe77.com	Intel::DOMAIN	Mandiant APT1 Report	T
cure.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
current.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
cw.e-cardsshop.com	Intel::DOMAIN	Mandiant APT1 Report	T
cw.mcafeepaying.com	Intel::DOMAIN	Mandiant APT1 Report	T
cw.nationtour.net	Intel::DOMAIN	Mandiant APT1 Report	T
cw.pop-musicsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
cw.searchforca.com	Intel::DOMAIN	Mandiant APT1 Report	T
cwe.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
cwe80.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
cwel.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
cws.gmailboxes.com	Intel::DOMAIN	Mandiant APT1 Report	T
d.bpyoyo.com	Intel::DOMAIN	Mandiant APT1 Report	T
da.comrepair.net	Intel::DOMAIN	Mandiant APT1 Report	T
daa.bigdepression.net	Intel::DOMAIN	Mandiant APT1 Report	T
daily.newsonlinesite.com	Intel::DOMAIN	Mandiant APT1 Report	T
data.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
date.freshreaders.net	Intel::DOMAIN	Mandiant APT1 Report	T
date.gmailboxes.com	Intel::DOMAIN	Mandiant APT1 Report	T
date.rssadvanced.org	Intel::DOMAIN	Mandiant APT1 Report	T
date.voiceofman.com	Intel::DOMAIN	Mandiant APT1 Report	T
datehelp.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
dating.satellitebbs.com	Intel::DOMAIN	Mandiant APT1 Report	T
db.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
default.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
defense.usabbs.org	Intel::DOMAIN	Mandiant APT1 Report	T
del.advanbusiness.com	Intel::DOMAIN	Mandiant APT1 Report	T
demo.myyahoonews.com	Intel::DOMAIN	Mandiant APT1 Report	T
den.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
denel.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
densun.comrepair.net	Intel::DOMAIN	Mandiant APT1 Report	T
des.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
des.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
develop.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
dhfx.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
dias.globalowa.com	Intel::DOMAIN	Mandiant APT1 Report	T
digi.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
dith.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
dl.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
dlkl.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
dnn.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
dns.chileexe77.com	Intel::DOMAIN	Mandiant APT1 Report	T
dns.infobusinessus.org	Intel::DOMAIN	Mandiant APT1 Report	T
dns.issnbgkit.net	Intel::DOMAIN	Mandiant APT1 Report	T
dns.progammerli.com	Intel::DOMAIN	Mandiant APT1 Report	T
dns.webservicesupdate.com	Intel::DOMAIN	Mandiant APT1 Report	T
dns1.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
dnsg.bigdepression.net	Intel::DOMAIN	Mandiant APT1 Report	T
do.hugesoft.org	Intel::DOMAIN	Mandiant APT1 Report	T
doa.bigdepression.net	Intel::DOMAIN	Mandiant APT1 Report	T
docu.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
documents.aoldaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
documents.aunewsonline.com	Intel::DOMAIN	Mandiant APT1 Report	T
documents.busketball.com	Intel::DOMAIN	Mandiant APT1 Report	T
documents.cnndaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
documents.downloadsite.me	Intel::DOMAIN	Mandiant APT1 Report	T
documents.e-cardsshop.com	Intel::DOMAIN	Mandiant APT1 Report	T
documents.nationtour.net	Intel::DOMAIN	Mandiant APT1 Report	T
documents.voiceofman.com	Intel::DOMAIN	Mandiant APT1 Report	T
dod.dnsweb.org	Intel::DOMAIN	Mandiant APT1 Report	T
doekl.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
domain.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
domain.busketball.com	Intel::DOMAIN	Mandiant APT1 Report	T
domain.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
dorkia.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
dot.hugesoft.org	Intel::DOMAIN	Mandiant APT1 Report	T
dotnet.safalife.com	Intel::DOMAIN	Mandiant APT1 Report	T
dove.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
down.infobusinessus.org	Intel::DOMAIN	Mandiant APT1 Report	T
down.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
down.safalife.com	Intel::DOMAIN	Mandiant APT1 Report	T
download.applesoftupdate.com	Intel::DOMAIN	Mandiant APT1 Report	T
download.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
download.freshreaders.net	Intel::DOMAIN	Mandiant APT1 Report	T
download.gmailboxes.com	Intel::DOMAIN	Mandiant APT1 Report	T
download.idirectech.com	Intel::DOMAIN	Mandiant APT1 Report	T
download.symanteconline.net	Intel::DOMAIN	Mandiant APT1 Report	T
download.voiceofman.com	Intel::DOMAIN	Mandiant APT1 Report	T
downloads.applesoftupdate.com	Intel::DOMAIN	Mandiant APT1 Report	T
downupdate.bigish.net	Intel::DOMAIN	Mandiant APT1 Report	T
dp.booksonlineclub.com	Intel::DOMAIN	Mandiant APT1 Report	T
dq.booksonlineclub.com	Intel::DOMAIN	Mandiant APT1 Report	T
drb.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
drinkwater.gmailboxes.com	Intel::DOMAIN	Mandiant APT1 Report	T
drop.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
dsh.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
dsw.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
dvid.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
dvid.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
dvn.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
dyn.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
dyn.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
dyns.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
e.advanbusiness.com	Intel::DOMAIN	Mandiant APT1 Report	T
e.aoldaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
e.applesoftupdate.com	Intel::DOMAIN	Mandiant APT1 Report	T
e.aunewsonline.com	Intel::DOMAIN	Mandiant APT1 Report	T
e.canoedaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
e.cnndaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
e.ifexcel.com	Intel::DOMAIN	Mandiant APT1 Report	T
e.microsoft-update-info.com	Intel::DOMAIN	Mandiant APT1 Report	T
e.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
e.reutersnewsonline.com	Intel::DOMAIN	Mandiant APT1 Report	T
e.satellitebbs.com	Intel::DOMAIN	Mandiant APT1 Report	T
e.staycools.net	Intel::DOMAIN	Mandiant APT1 Report	T
e.todayusa.org	Intel::DOMAIN	Mandiant APT1 Report	T
e.usabbs.org	Intel::DOMAIN	Mandiant APT1 Report	T
e.usapappers.com	Intel::DOMAIN	Mandiant APT1 Report	T
e.usnewssite.com	Intel::DOMAIN	Mandiant APT1 Report	T
e.yahoodaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
eaof.hugesoft.org	Intel::DOMAIN	Mandiant APT1 Report	T
east.freshreaders.net	Intel::DOMAIN	Mandiant APT1 Report	T
eatbeef.gmailboxes.com	Intel::DOMAIN	Mandiant APT1 Report	T
ecli-cow.infobusinessus.org	Intel::DOMAIN	Mandiant APT1 Report	T
edit.aolon1ine.com	Intel::DOMAIN	Mandiant APT1 Report	T
edu.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
education.jobsadvanced.com	Intel::DOMAIN	Mandiant APT1 Report	T
education.rssadvanced.org	Intel::DOMAIN	Mandiant APT1 Report	T
eeaa.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
eee.reutersnewsonline.com	Intel::DOMAIN	Mandiant APT1 Report	T
egcc.bigdepression.net	Intel::DOMAIN	Mandiant APT1 Report	T
email.advanbusiness.com	Intel::DOMAIN	Mandiant APT1 Report	T
email.aoldaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
email.applesoftupdate.com	Intel::DOMAIN	Mandiant APT1 Report	T
email.aunewsonline.com	Intel::DOMAIN	Mandiant APT1 Report	T
email.canadatvsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
email.canoedaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
email.cnndaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
email.cnndaily.net	Intel::DOMAIN	Mandiant APT1 Report	T
email.companyinfosite.com	Intel::DOMAIN	Mandiant APT1 Report	T
email.defenceonline.net	Intel::DOMAIN	Mandiant APT1 Report	T
email.downloadsite.me	Intel::DOMAIN	Mandiant APT1 Report	T
email.e-cardsshop.com	Intel::DOMAIN	Mandiant APT1 Report	T
email.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
email.hugesoft.org	Intel::DOMAIN	Mandiant APT1 Report	T
email.jobsadvanced.com	Intel::DOMAIN	Mandiant APT1 Report	T
email.mcafeepaying.com	Intel::DOMAIN	Mandiant APT1 Report	T
email.micyuisyahooapis.com	Intel::DOMAIN	Mandiant APT1 Report	T
email.newsonlinesite.com	Intel::DOMAIN	Mandiant APT1 Report	T
email.pop-musicsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
email.satellitebbs.com	Intel::DOMAIN	Mandiant APT1 Report	T
email.symanteconline.net	Intel::DOMAIN	Mandiant APT1 Report	T
email.todayusa.org	Intel::DOMAIN	Mandiant APT1 Report	T
email.usabbs.org	Intel::DOMAIN	Mandiant APT1 Report	T
email.usapappers.com	Intel::DOMAIN	Mandiant APT1 Report	T
email.usnewssite.com	Intel::DOMAIN	Mandiant APT1 Report	T
email.voiceofman.com	Intel::DOMAIN	Mandiant APT1 Report	T
email.yahoodaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
emam.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
en.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
energy.e-cardsshop.com	Intel::DOMAIN	Mandiant APT1 Report	T
energy.mcafeepaying.com	Intel::DOMAIN	Mandiant APT1 Report	T
energy.nationtour.net	Intel::DOMAIN	Mandiant APT1 Report	T
energy.pop-musicsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
energy.searchforca.com	Intel::DOMAIN	Mandiant APT1 Report	T
energy.usabbs.org	Intel::DOMAIN	Mandiant APT1 Report	T
engine.usabbs.org	Intel::DOMAIN	Mandiant APT1 Report	T
engineering.newsonlinesite.com	Intel::DOMAIN	Mandiant APT1 Report	T
environment.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
eoaf.hugesoft.org	Intel::DOMAIN	Mandiant APT1 Report	T
epod.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
eu.usabbs.org	Intel::DOMAIN	Mandiant APT1 Report	T
eum.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
europa.cnndaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
europe.canadatvsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
ever.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
everest.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
eye.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
f3tel.bigish.net	Intel::DOMAIN	Mandiant APT1 Report	T
face.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
facebook.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
faq.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
fashion.cnnnewsdaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
fax.canadatvsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
fax.cnndaily.net	Intel::DOMAIN	Mandiant APT1 Report	T
fax.companyinfosite.com	Intel::DOMAIN	Mandiant APT1 Report	T
fax.defenceonline.net	Intel::DOMAIN	Mandiant APT1 Report	T
fax.downloadsite.me	Intel::DOMAIN	Mandiant APT1 Report	T
fax.e-cardsshop.com	Intel::DOMAIN	Mandiant APT1 Report	T
fax.jobsadvanced.com	Intel::DOMAIN	Mandiant APT1 Report	T
fax.mcafeepaying.com	Intel::DOMAIN	Mandiant APT1 Report	T
fax.micyuisyahooapis.com	Intel::DOMAIN	Mandiant APT1 Report	T
fax.newsonlinesite.com	Intel::DOMAIN	Mandiant APT1 Report	T
fax.pop-musicsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
fax.symanteconline.net	Intel::DOMAIN	Mandiant APT1 Report	T
fax.voiceofman.com	Intel::DOMAIN	Mandiant APT1 Report	T
fcn.hugesoft.org	Intel::DOMAIN	Mandiant APT1 Report	T
fed.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
ffej.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
ffej.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
fher.bigish.net	Intel::DOMAIN	Mandiant APT1 Report	T
fher.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
fhh.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
file.cnnnewsdaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
file.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
files.cnndaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
files.downloadsite.me	Intel::DOMAIN	Mandiant APT1 Report	T
fileshare.usabbs.org	Intel::DOMAIN	Mandiant APT1 Report	T
fileyp.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
film.downloadsite.me	Intel::DOMAIN	Mandiant APT1 Report	T
fim.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
fim.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
finance.aoldaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
finance.aunewsonline.com	Intel::DOMAIN	Mandiant APT1 Report	T
finance.chileexe77.com	Intel::DOMAIN	Mandiant APT1 Report	T
finance.cnnnewsdaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
finance.newsonlinesite.com	Intel::DOMAIN	Mandiant APT1 Report	T
finance.staycools.net	Intel::DOMAIN	Mandiant APT1 Report	T
finance.thehealthmood.net	Intel::DOMAIN	Mandiant APT1 Report	T
finance.todayusa.org	Intel::DOMAIN	Mandiant APT1 Report	T
finance.usabbs.org	Intel::DOMAIN	Mandiant APT1 Report	T
finance.usnewssite.com	Intel::DOMAIN	Mandiant APT1 Report	T
finance.yahoodaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
financial.advanbusiness.com	Intel::DOMAIN	Mandiant APT1 Report	T
fine.worthhummer.net	Intel::DOMAIN	Mandiant APT1 Report	T
fineca.blackberrycluter.com	Intel::DOMAIN	Mandiant APT1 Report	T
fineca.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
finekl.bigish.net	Intel::DOMAIN	Mandiant APT1 Report	T
finekl.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
finekl.worthhummer.net	Intel::DOMAIN	Mandiant APT1 Report	T
fiona.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
fire.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
fire1.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
first.voiceofman.com	Intel::DOMAIN	Mandiant APT1 Report	T
fjod.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
fkfc.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
flash.aoldaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
flash.aunewsonline.com	Intel::DOMAIN	Mandiant APT1 Report	T
flash.cnndaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
flash.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
flash.jobsadvanced.com	Intel::DOMAIN	Mandiant APT1 Report	T
flash.livemymsn.com	Intel::DOMAIN	Mandiant APT1 Report	T
flash.mcafeepaying.com	Intel::DOMAIN	Mandiant APT1 Report	T
flash.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
flash.usnewssite.com	Intel::DOMAIN	Mandiant APT1 Report	T
flash.yahoodaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
flucare.worthhummer.net	Intel::DOMAIN	Mandiant APT1 Report	T
fly.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
fme.busketball.com	Intel::DOMAIN	Mandiant APT1 Report	T
f-mi.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
fmp.bigish.net	Intel::DOMAIN	Mandiant APT1 Report	T
fmp.worthhummer.net	Intel::DOMAIN	Mandiant APT1 Report	T
fnem.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
fni.bigish.net	Intel::DOMAIN	Mandiant APT1 Report	T
fni.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
fni.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
fnpc.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
fnrn.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
fntel.bigish.net	Intel::DOMAIN	Mandiant APT1 Report	T
fok.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
follow.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
food.busketball.com	Intel::DOMAIN	Mandiant APT1 Report	T
food.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
football.canoedaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
forum.infobusinessus.org	Intel::DOMAIN	Mandiant APT1 Report	T
free.gmailboxes.com	Intel::DOMAIN	Mandiant APT1 Report	T
friends.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
froum.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
fs.mcafeepaying.com	Intel::DOMAIN	Mandiant APT1 Report	T
fs.searchforca.com	Intel::DOMAIN	Mandiant APT1 Report	T
fstl.bigish.net	Intel::DOMAIN	Mandiant APT1 Report	T
fstl.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
fstl.worthhummer.net	Intel::DOMAIN	Mandiant APT1 Report	T
ftp.advanbusiness.com	Intel::DOMAIN	Mandiant APT1 Report	T
ftp.aoldaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
ftp.applesoftupdate.com	Intel::DOMAIN	Mandiant APT1 Report	T
ftp.aunewsonline.com	Intel::DOMAIN	Mandiant APT1 Report	T
ftp.bpyoyo.com	Intel::DOMAIN	Mandiant APT1 Report	T
ftp.canadatvsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
ftp.canoedaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
ftp.cnndaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
ftp.cnndaily.net	Intel::DOMAIN	Mandiant APT1 Report	T
ftp.companyinfosite.com	Intel::DOMAIN	Mandiant APT1 Report	T
ftp.defenceonline.net	Intel::DOMAIN	Mandiant APT1 Report	T
ftp.downloadsite.me	Intel::DOMAIN	Mandiant APT1 Report	T
ftp.e-cardsshop.com	Intel::DOMAIN	Mandiant APT1 Report	T
ftp.jobsadvanced.com	Intel::DOMAIN	Mandiant APT1 Report	T
ftp.mcafeepaying.com	Intel::DOMAIN	Mandiant APT1 Report	T
ftp.micyuisyahooapis.com	Intel::DOMAIN	Mandiant APT1 Report	T
ftp.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
ftp.newsonlinesite.com	Intel::DOMAIN	Mandiant APT1 Report	T
ftp.pop-musicsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
ftp.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
ftp.satellitebbs.com	Intel::DOMAIN	Mandiant APT1 Report	T
ftp.staycools.net	Intel::DOMAIN	Mandiant APT1 Report	T
ftp.symanteconline.net	Intel::DOMAIN	Mandiant APT1 Report	T
ftp.todayusa.org	Intel::DOMAIN	Mandiant APT1 Report	T
ftp.usabbs.org	Intel::DOMAIN	Mandiant APT1 Report	T
ftp.usapappers.com	Intel::DOMAIN	Mandiant APT1 Report	T
ftp.ustvb.com	Intel::DOMAIN	Mandiant APT1 Report	T
ftp.voiceofman.com	Intel::DOMAIN	Mandiant APT1 Report	T
ftph.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
ftrj.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
fuck.reutersnewsonline.com	Intel::DOMAIN	Mandiant APT1 Report	T
fun.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
function.canadatvsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
function.symanteconline.net	Intel::DOMAIN	Mandiant APT1 Report	T
funny.canadatvsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
funny.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
fwb.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
fwb.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
fwmo.businessconsults.net	Intel::DOMAIN	Mandiant APT1 Report	T
fwmo.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
fy.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
fza.marsbrother.com	Intel::DOMAIN	Mandiant APT1 Report	T
gaca.infobusinessus.org	Intel::DOMAIN	Mandiant APT1 Report	T
gaca.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
game.aoldaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
game.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
games.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
gannett.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
gatu.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
gayi.blackcake.net	Intel::DOMAIN	Mandiant APT1 Report	T
gee.safalife.com	Intel::DOMAIN	Mandiant APT1 Report	T
gege.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
gege.oplaymagzine.com	Intel::DOMAIN	Mandiant APT1 Report	T
geneticmedicine.conferencesinfo.com	Intel::DOMAIN	Mandiant APT1 Report	T
geo.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
geology.e-cardsshop.com	Intel::DOMAIN	Mandiant APT1 Report	T
geology.pop-musicsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
gg.arrowservice.net	Intel::DOMAIN	Mandiant APT1 Report	T
gg.infobusinessus.org	Intel::DOMAIN	Mandiant APT1 Report	T
ghma.earthsolution.org	Intel::DOMAIN	Mandiant APT1 Report	T
gjjr.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
gjmy.comrepair.net	Intel::DOMAIN	Mandiant APT1 Report	T
gl.gmailboxes.com	Intel::DOMAIN	Mandiant APT1 Report	T
glj.purpledaily.com	Intel::DOMAIN	Mandiant APT1 Report	T
global.pop-musicsite.com	Intel::DOMAIN	Mandiant APT1 Report	T
global.softsolutionbox.net	Intel::DOMAIN	Mandiant APT1 Report	T
globalization.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
glx.newsonet.net	Intel::DOMAIN	Mandiant APT1 Report	T
gmail.bigdepression.net	Intel::DOMAIN	Mandiant APT1 Report	T
gmail.firefoxupdata.com	Intel::DOMAIN	Mandiant APT1 Report	T
gmail.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
google.applesoftupdate.com	Intel::DOMAIN	Mandiant APT1 Report	T
goverment.usabbs.org	Intel::DOMAIN	Mandiant APT1 Report	T
green.safalife.com	Intel::DOMAIN	Mandiant APT1 Report	T
ground.earthsolution.org	Intel::DOMAIN	Mandiant APT1 Report	T
ground.infosupports.com	Intel::DOMAIN	Mandiant APT1 Report	T
ground.msnhome.org	Intel::DOMAIN	Mandiant APT1 Report	T
gsti.busketball.com	Intel::DOMAIN	Mandiant APT1 Report	T
